Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
12,Cal Christensen,SF,27,ROC,71,,17.0,1.6,4.3,.374,,,,1.6,4.3,.374,.374,1.7,2.9,.602,,,5.5,1.5,,,,2.5,5.0,chrisca01
13,Nat Clifton*,PF,32,NYK,72,,33.2,5.0,12.9,.386,,,,5.0,12.9,.386,.386,3.1,4.6,.683,,,8.5,2.8,,,,3.1,13.1,cliftna01
14,Jack Coleman,PF,30,ROC,72,,34.5,5.6,12.0,.462,,,,5.6,12.0,.462,.462,1.7,2.5,.678,,,10.1,3.2,,,,2.8,12.8,colemja01
15,Bert Cook,SG,25,NYK,37,,11.5,1.1,3.6,.316,,,,1.1,3.6,.316,.316,0.9,1.4,.680,,,1.9,0.9,,,,1.1,3.2,cookbe01
16,Chuck Cooper*,PF,28,MLH,70,,25.0,2.8,8.1,.339,,,,2.8,8.1,.339,.339,2.7,3.6,.751,,,5.5,2.2,,,,3.0,8.2,coopech01
17,Larry Costello*,PG,23,PHW,19,,24.4,2.4,7.3,.331,,,,2.4,7.3,.331,.331,1.4,1.7,.813,,,2.6,4.1,,,,1.9,6.2,costela01
18,Bob Cousy*,PG,26,BOS,71,,38.7,7.4,18.5,.397,,,,7.4,18.5,.397,.397,6.5,8.0,.807,,,6.0,7.8,,,,2.3,21.2,cousybo01
19,Bob Davies*,PG,35,ROC,72,,26.0,4.5,10.9,.415,,,,4.5,10.9,.415,.415,3.1,4.1,.751,,,2.8,4.9,,,,3.1,12.1,daviebo01
20,Walt Davis,C,24,PHW,61,,12.6,1.1,3.0,.385,,,,1.1,3.0,.385,.385,0.6,0.8,.729,,,3.4,0.6,,,,1.6,2.9,daviswa01
21,George Dempsey,SG,25,PHW,48,,28.9,2.6,7.5,.353,,,,2.6,7.5,.353,.353,2.0,2.9,.695,,,4.9,3.6,,,,2.9,7.3,dempsge01
22,Fred Diute,SG,26,MLH,7,,10.3,0.3,3.0,.095,,,,0.3,3.0,.095,.095,1.0,1.7,.583,,,1.9,0.6,,,,1.7,1.6,diutefr01
23,Dick Farley,SG,22,SYR,69,,16.1,2.0,5.1,.385,,,,2.0,5.1,.385,.385,2.0,2.9,.677,,,2.4,1.6,,,,2.1,5.9,farledi01
24,Ray Felix,C,24,NYK,72,,28.1,5.1,11.6,.438,,,,5.1,11.6,.438,.438,4.3,6.9,.622,,,11.4,0.9,,,,4.0,14.4,felixra01
25,Danny Finn,PG,26,PHW,43,,19.1,1.8,6.2,.291,,,,1.8,6.2,.291,.291,1.2,2.0,.616,,,3.7,3.6,,,,2.7,4.8,finnda01
26,Larry Foust,C,26,FTW,70,,32.3,5.7,11.7,.487,,,,5.7,11.7,.487,.487,5.6,7.3,.766,,,10.0,1.7,,,,3.8,17.0,foustla01
27,Jim Fritsche,PF,23,FTW,16,,9.4,1.0,3.0,.333,,,,1.0,3.0,.333,.333,0.8,1.0,.813,,,2.0,0.3,,,,1.8,2.8,fritsji01
28,Bill Gabor,SG,32,SYR,3,,15.7,2.3,7.3,.318,,,,2.3,7.3,.318,.318,1.0,1.7,.600,,,1.7,3.7,,,,2.0,5.7,gaborbi01
29,Harry Gallatin*,PF,27,NYK,72,,35.4,4.6,11.9,.384,,,,4.6,11.9,.384,.384,5.5,6.7,.814,,,13.8,2.4,,,,2.9,14.6,gallaha01
30,Jack George,PG,26,PHW,68,,36.5,4.3,11.1,.385,,,,4.3,11.1,.385,.385,2.8,4.3,.660,,,4.4,5.3,,,,2.8,11.4,georgja01
31,Joe Graboski,PF,25,PHW,70,,35.9,5.3,15.7,.340,,,,5.3,15.7,.340,.340,3.0,4.3,.686,,,9.1,2.6,,,,3.7,13.6,grabojo01
32,Chuck Grigsby,G,26,NYK,7,,6.4,1.0,2.7,.368,,,,1.0,2.7,.368,.368,0.3,1.1,.250,,,1.6,1.0,,,,1.3,2.3,grigsch01
33,Alex Hannum*,PF,31,MLH,53,,20.5,2.4,6.8,.352,,,,2.4,6.8,.352,.352,1.2,2.0,.570,,,4.6,2.0,,,,3.9,5.9,hannual01
34,Rollen Hans,SG,23,BLB,13,,13.7,2.3,5.2,.448,,,,2.3,5.2,.448,.448,1.0,1.9,.520,,,1.2,2.0,,,,1.5,5.6,hansro01
35,Bob Harrison,PG,27,MLH,72,,31.9,4.2,12.2,.342,,,,4.2,12.2,.342,.342,1.8,2.6,.681,,,3.1,3.5,,,,4.0,10.1,harribo02
36,Herm Hedderick,G,25,NYK,5,,4.6,0.4,1.8,.222,,,,0.4,1.8,.222,.222,0.0,0.2,.000,,,0.8,0.4,,,,0.6,0.8,heddehe01
37,Don Henriksen,PF,25,TOT,70,,23.8,2.0,5.8,.342,,,,2.0,5.8,.342,.342,2.0,2.8,.703,,,6.9,1.6,,,,2.7,5.9,henrido01
37,Don Henriksen,F-C,25,BLB,14,,30.6,2.0,6.5,.308,,,,2.0,6.5,.308,.308,3.6,4.6,.785,,,3.5,2.3,,,,3.0,7.6,henrido01
37,Don Henriksen,PF,25,ROC,56,,22.1,2.0,5.6,.352,,,,2.0,5.6,.352,.352,1.5,2.3,.662,,,7.8,1.4,,,,2.6,5.5,henrido01
38,Lew Hitch,PF,25,TOT,74,,24.0,2.3,5.6,.400,,,,2.3,5.6,.400,.400,1.6,2.3,.680,,,5.9,1.7,,,,1.5,6.1,hitchle01
38,Lew Hitch,PF,25,MLH,57,,25.5,2.4,6.1,.387,,,,2.4,6.1,.387,.387,1.4,2.1,.675,,,6.1,1.8,,,,1.4,6.2,hitchle01
38,Lew Hitch,PF,25,MNL,17,,19.0,1.9,4.0,.471,,,,1.9,4.0,.471,.471,2.0,2.9,.694,,,5.5,1.4,,,,1.7,5.8,hitchle01
39,Paul Hoffman,SG,29,TOT,38,,17.6,1.7,5.7,.301,,,,1.7,5.7,.301,.301,1.7,2.4,.688,,,3.3,2.5,,,,2.4,5.1,hoffmpa01
39,Paul Hoffman,G-F,29,BLB,9,,31.2,4.1,12.1,.339,,,,4.1,12.1,.339,.339,4.9,6.4,.759,,,7.2,6.0,,,,3.6,13.1,hoffmpa01
39,Paul Hoffman,G-F,29,NYK,18,,14.9,1.2,4.3,.269,,,,1.2,4.3,.269,.269,0.9,1.7,.548,,,2.2,1.4,,,,2.3,3.3,hoffmpa01
39,Paul Hoffman,SG,29,PHW,11,,11.0,0.6,2.6,.241,,,,0.6,2.6,.241,.241,0.3,0.4,.750,,,1.7,1.4,,,,1.8,1.5,hoffmpa01
40,Jim Holstein,SF,24,MNL,62,,15.8,1.7,5.3,.324,,,,1.7,5.3,.324,.324,1.1,1.5,.713,,,3.3,0.9,,,,1.7,4.5,holstji01
41,Bob Houbregs*,C,22,TOT,64,,20.7,2.3,6.0,.383,,,,2.3,6.0,.383,.383,2.0,2.8,.709,,,4.6,1.3,,,,2.8,6.6,houbrbo01
41,Bob Houbregs*,C-F,22,BLB,10,,30.0,3.3,9.2,.359,,,,3.3,9.2,.359,.359,2.4,3.4,.706,,,5.5,2.8,,,,3.4,9.0,houbrbo01
41,Bob Houbregs*,C,22,BOS,2,,7.5,0.0,0.0,,,,,0.0,0.0,,,0.5,0.5,1.000,,,0.5,1.0,,,,2.0,0.5,houbrbo01
41,Bob Houbregs*,C,22,FTW,52,,19.4,2.2,5.7,.391,,,,2.2,5.7,.391,.391,2.0,2.8,.707,,,4.6,1.1,,,,2.7,6.4,houbrbo01
42,Mel Hutchins,PF,26,FTW,72,,39.7,4.7,12.5,.378,,,,4.7,12.5,.378,.378,2.5,3.6,.708,,,9.2,3.4,,,,3.2,12.0,hutchme01
43,Neil Johnston*,C,25,PHW,72,,40.5,7.2,16.4,.440,,,,7.2,16.4,.440,.440,8.2,10.7,.766,,,15.1,3.0,,,,3.5,22.7,johnsne01
44,Ed Kalafat,PF,22,MNL,72,,15.3,1.6,5.2,.315,,,,1.6,5.2,.315,.315,1.5,2.3,.661,,,4.4,1.0,,,,2.8,4.8,kalafed01
45,Mike Kearns,PG,25,PHW,6,,4.2,0.0,0.8,.000,,,,0.0,0.8,.000,.000,0.2,0.7,.250,,,0.5,0.8,,,,0.2,0.2,kearnmi01
46,Billy Kenville,SG,24,SYR,70,,19.7,2.5,6.9,.357,,,,2.5,6.9,.357,.357,2.2,2.9,.766,,,3.5,2.1,,,,1.9,7.1,kenvibi01
47,Red Kerr,C,22,SYR,72,,21.2,4.2,10.0,.419,,,,4.2,10.0,.419,.419,2.1,3.1,.682,,,6.6,1.1,,,,2.3,10.5,kerrre01
48,Dan King,F,24,BLB,12,,8.6,0.6,1.8,.318,,,,0.6,1.8,.318,.318,0.4,0.8,.500,,,2.1,0.3,,,,0.4,1.6,kingda01
49,George King,PG,26,SYR,67,,30.1,3.4,9.0,.377,,,,3.4,9.0,.377,.377,2.1,3.4,.611,,,3.4,4.9,,,,2.2,8.9,kingge01
50,Bob Knight,G-F,25,NYK,2,,14.5,1.5,3.5,.429,,,,1.5,3.5,.429,.429,0.5,0.5,1.000,,,0.5,4.0,,,,3.0,3.5,knighbo01
51,Earl Lloyd*,SF,26,SYR,72,,30.7,4.0,10.9,.365,,,,4.0,10.9,.365,.365,2.2,2.9,.750,,,7.7,2.1,,,,3.9,10.2,lloydea01
52,Clyde Lovellette*,C,25,MNL,70,,33.7,7.4,17.0,.435,,,,7.4,17.0,.435,.435,3.9,5.7,.686,,,11.5,1.4,,,,3.7,18.7,lovelcl01
53,Ed Macauley*,C,26,BOS,71,,38.1,5.7,13.4,.424,,,,5.7,13.4,.424,.424,6.2,7.9,.792,,,8.5,3.9,,,,2.4,17.6,macaued01
54,Ronnie MacGilvray,PG,24,MLH,6,,9.5,0.3,2.0,.167,,,,0.3,2.0,.167,.167,0.7,1.2,.571,,,1.5,1.8,,,,0.8,1.3,macgiro01
55,Tom Marshall,SF,24,ROC,72,,18.6,3.1,7.0,.442,,,,3.1,7.0,.442,.442,1.8,2.7,.675,,,3.6,1.5,,,,1.4,8.0,marshto01
56,Phil Martin,SF,26,MLH,7,,6.7,0.7,2.7,.263,,,,0.7,2.7,.263,.263,0.3,0.3,1.000,,,1.4,0.9,,,,1.0,1.7,martiph01
57,Slater Martin*,PG,29,MNL,72,,38.7,4.9,12.8,.381,,,,4.9,12.8,.381,.381,3.8,5.0,.769,,,3.6,5.9,,,,3.1,13.6,martisl01
58,Ken McBride,SG,25,MLH,12,,20.8,4.0,12.3,.327,,,,4.0,12.3,.327,.327,1.8,2.4,.724,,,2.6,1.2,,,,2.6,9.8,mcbrike01
59,Alfred McGuire*,PG,26,BLB,10,,9.8,0.9,3.2,.281,,,,0.9,3.2,.281,.281,0.5,0.7,.714,,,0.9,0.8,,,,1.5,2.3,mcguial01
60,Dick McGuire*,PG,29,NYK,71,,32.5,3.2,8.2,.389,,,,3.2,8.2,.389,.389,2.7,4.3,.644,,,4.5,7.6,,,,2.0,9.1,mcguidi01
61,Jack McMahon,PG,26,ROC,72,,25.1,3.5,10.0,.348,,,,3.5,10.0,.348,.348,2.0,3.1,.636,,,2.9,3.4,,,,2.5,9.0,mcmahja01
62,Carl McNulty,SG,24,MLH,1,,14.0,1.0,6.0,.167,,,,1.0,6.0,.167,.167,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,mcnulca01
63,Monk Meineke,PF,24,FTW,68,,15.1,2.0,5.4,.372,,,,2.0,5.4,.372,.372,1.8,2.5,.700,,,3.6,0.9,,,,2.3,5.8,meinemo01
64,Vern Mikkelsen*,PF,26,MNL,71,,36.0,6.2,14.7,.422,,,,6.2,14.7,.422,.422,6.3,8.4,.747,,,10.2,2.0,,,,4.5,18.7,mikkeve01
65,Jackie Moore,SF,22,TOT,23,,16.3,1.9,5.0,.383,,,,1.9,5.0,.383,.383,1.0,2.0,.468,,,4.6,0.9,,,,2.7,4.8,mooreja01
65,Jackie Moore,SF,22,SYR,1,,5.0,1.0,2.0,.500,,,,1.0,2.0,.500,.500,0.0,2.0,.000,,,1.0,0.0,,,,2.0,2.0,mooreja01
65,Jackie Moore,SF,22,MLH,1,,13.0,1.0,7.0,.143,,,,1.0,7.0,.143,.143,0.0,0.0,,,,4.0,2.0,,,,1.0,2.0,mooreja01
65,Jackie Moore,SF,22,PHW,20,,17.7,2.1,5.2,.394,,,,2.1,5.2,.394,.394,1.1,2.2,.512,,,5.0,0.9,,,,2.9,5.2,mooreja01
66,Red Morrison,C,22,BOS,71,,17.3,1.7,4.0,.423,,,,1.7,4.0,.423,.423,1.0,1.6,.626,,,6.4,1.2,,,,3.1,4.4,morrire01
67,Ken Murray,SG,26,TOT,66,,24.1,2.8,8.1,.350,,,,2.8,8.1,.350,.350,1.5,2.0,.760,,,2.7,3.4,,,,1.9,7.2,murrake01
67,Ken Murray,SG,26,BLB,6,,22.3,3.8,10.2,.377,,,,3.8,10.2,.377,.377,1.7,2.3,.714,,,1.8,4.3,,,,1.3,9.3,murrake01
67,Ken Murray,SG,26,PHW,60,,24.3,2.7,7.9,.346,,,,2.7,7.9,.346,.346,1.5,1.9,.765,,,2.8,3.3,,,,2.0,6.9,murrake01
68,Boris Nachamkin,F,21,ROC,6,,9.8,1.0,3.3,.300,,,,1.0,3.3,.300,.300,1.3,2.2,.615,,,3.2,0.5,,,,1.0,3.3,nachabo01
69,Jim Neal,C,24,BLB,13,,14.9,0.9,4.5,.203,,,,0.9,4.5,.203,.203,1.1,1.6,.667,,,3.6,0.7,,,,1.7,2.9,nealji01
70,Jack Nichols,PF,28,BOS,64,,29.8,3.9,10.3,.380,,,,3.9,10.3,.380,.380,2.2,2.8,.780,,,8.3,2.3,,,,3.7,9.9,nichoja01
71,Wally Osterkorn,SF,26,SYR,19,,15.1,1.1,5.1,.206,,,,1.1,5.1,.206,.206,0.8,1.7,.500,,,3.7,0.9,,,,1.7,2.9,osterwa01
72,Togo Palazzi,SG,22,BOS,53,,9.5,1.9,4.8,.399,,,,1.9,4.8,.399,.399,0.8,1.1,.750,,,2.8,0.6,,,,1.1,4.7,palazto01
73,Bob Peterson,PF,23,NYK,37,,13.6,1.7,4.6,.367,,,,1.7,4.6,.367,.367,0.8,1.2,.667,,,4.2,0.8,,,,2.2,4.2,peterbo01
74,Bob Pettit*,PF,22,MLH,72,,36.9,7.2,17.8,.407,,,,7.2,17.8,.407,.407,5.9,7.9,.751,,,13.8,3.2,,,,3.6,20.4,pettibo01
75,Andy Phillip*,PG,32,FTW,64,,36.4,3.2,8.5,.371,,,,3.2,8.5,.371,.371,3.3,4.8,.692,,,4.5,7.7,,,,2.6,9.6,phillan01
76,Jim Pollard*,SF,32,MNL,63,,31.1,4.2,11.9,.354,,,,4.2,11.9,.354,.354,2.4,3.0,.812,,,7.3,2.5,,,,2.3,10.8,pollaji01
77,Frank Ramsey*,SF,23,BOS,64,,27.4,3.7,9.3,.399,,,,3.7,9.3,.399,.399,3.8,5.0,.755,,,6.3,2.9,,,,3.9,11.2,ramsefr01
78,George Ratkovicz,PF,32,MLH,9,,11.3,0.3,2.1,.158,,,,0.3,2.1,.158,.158,1.1,2.6,.435,,,1.9,1.4,,,,1.7,1.8,ratkoge01
79,Arnie Risen*,C,30,ROC,69,,28.6,3.8,10.1,.371,,,,3.8,10.1,.371,.371,4.0,5.4,.744,,,10.2,1.6,,,,3.7,11.6,risenar01
80,Red Rocha,C,31,SYR,72,,34.3,4.1,11.1,.368,,,,4.1,11.1,.368,.368,3.1,3.9,.782,,,6.8,2.5,,,,3.4,11.3,rochare01
81,Al Roges,SG,24,TOT,17,,11.8,1.4,3.6,.377,,,,1.4,3.6,.377,.377,0.9,1.4,.625,,,1.4,1.1,,,,1.2,3.6,rogesal01
81,Al Roges,G-F,24,BLB,13,,12.2,1.5,4.0,.385,,,,1.5,4.0,.385,.385,0.8,1.3,.647,,,1.6,1.3,,,,1.1,3.9,rogesal01
81,Al Roges,SG,24,FTW,4,,10.5,0.8,2.3,.333,,,,0.8,2.3,.333,.333,1.0,1.8,.571,,,0.8,0.5,,,,1.5,2.5,rogesal01
82,Dick Rosenthal,SF,25,FTW,67,,21.0,2.9,7.8,.377,,,,2.9,7.8,.377,.377,1.9,2.7,.718,,,4.5,2.3,,,,2.7,7.8,rosendi01
83,Pep Saul,SG,30,MLH,65,,17.5,1.5,4.7,.317,,,,1.5,4.7,.317,.317,1.5,1.9,.772,,,2.1,1.6,,,,1.9,4.4,saulpe01
84,Dolph Schayes*,PF,26,SYR,72,,35.1,5.9,15.3,.383,,,,5.9,15.3,.383,.383,6.8,8.2,.833,,,12.3,3.0,,,,3.4,18.5,schaydo01
85,Dick Schnittker,SF,26,MNL,72,,25.0,3.1,8.1,.388,,,,3.1,8.1,.388,.388,4.1,5.0,.823,,,4.8,1.6,,,,3.2,10.4,schnidi01
86,Fred Scolari,PG,32,BOS,59,,10.5,1.3,4.2,.305,,,,1.3,4.2,.305,.305,0.7,0.8,.796,,,1.3,1.6,,,,1.3,3.2,scolafr01
87,Frank Selvy,SF,22,TOT,71,,37.6,6.4,16.8,.378,,,,6.4,16.8,.378,.378,6.3,8.6,.728,,,5.5,3.5,,,,3.2,19.0,selvyfr01
87,Frank Selvy,G-F,22,BLB,11,,39.3,7.7,20.5,.378,,,,7.7,20.5,.378,.378,6.6,9.1,.730,,,7.0,2.7,,,,3.2,22.1,selvyfr01
87,Frank Selvy,SF,22,MLH,60,,37.3,6.1,16.2,.378,,,,6.1,16.2,.378,.378,6.2,8.5,.727,,,5.3,3.6,,,,3.3,18.4,selvyfr01
88,Paul Seymour,SG,27,SYR,72,,41.0,5.2,14.4,.362,,,,5.2,14.4,.362,.362,4.2,5.1,.811,,,4.3,6.7,,,,1.9,14.6,seymopa01
89,Chuck Share,C,27,MLH,69,,24.4,3.4,8.4,.407,,,,3.4,8.4,.407,.407,5.1,7.1,.713,,,9.9,1.2,,,,4.0,11.9,sharech01
90,Bill Sharman*,SG,28,BOS,68,,36.1,6.7,15.6,.427,,,,6.7,15.6,.427,.427,5.1,5.7,.897,,,4.4,4.1,,,,3.1,18.4,sharmbi01
91,Gene Shue,PG,23,TOT,62,,15.3,1.6,4.7,.346,,,,1.6,4.7,.346,.346,1.0,1.3,.756,,,2.5,1.4,,,,1.0,4.2,shuege01
91,Gene Shue,PG,23,PHW,6,,10.8,0.5,2.5,.200,,,,0.5,2.5,.200,.200,0.8,1.0,.833,,,1.7,1.8,,,,0.7,1.8,shuege01
91,Gene Shue,PG,23,NYK,56,,15.8,1.7,4.9,.354,,,,1.7,4.9,.354,.354,1.0,1.3,.750,,,2.6,1.4,,,,1.1,4.4,shuege01
92,Connie Simmons,C,29,TOT,36,,23.9,3.8,10.7,.357,,,,3.8,10.7,.357,.357,2.0,3.2,.632,,,6.1,1.7,,,,3.0,9.6,simmoco01
92,Connie Simmons,C-F,29,BLB,11,,32.3,5.4,14.5,.369,,,,5.4,14.5,.369,.369,3.0,4.4,.688,,,7.4,1.8,,,,3.6,13.7,simmoco01
92,Connie Simmons,C,29,SYR,25,,20.3,3.1,9.0,.348,,,,3.1,9.0,.348,.348,1.6,2.6,.591,,,5.6,1.6,,,,2.8,7.8,simmoco01
93,Whitey Skoog,SG,28,MNL,72,,32.8,4.6,11.6,.395,,,,4.6,11.6,.395,.395,1.7,2.2,.806,,,4.2,3.5,,,,3.7,10.9,skoogwh01
94,Odie Spears,SF,30,ROC,71,,26.6,3.2,8.2,.386,,,,3.2,8.2,.386,.386,3.1,3.8,.812,,,4.2,2.1,,,,3.5,9.5,spearod01
95,Art Spoelstra,C,22,ROC,70,,16.1,2.3,5.7,.398,,,,2.3,5.7,.398,.398,1.5,2.2,.692,,,4.1,0.8,,,,2.4,6.1,spoelar01
96,Don Sunderlage,SG,25,MNL,45,,9.0,0.7,3.0,.248,,,,0.7,3.0,.248,.248,1.1,1.6,.658,,,1.2,0.8,,,,1.3,2.5,sundedo01
97,Jim Tucker,PF,22,SYR,20,,14.4,2.0,5.8,.336,,,,2.0,5.8,.336,.336,1.4,1.9,.711,,,4.9,0.6,,,,2.5,5.3,tuckeji01
98,Jack Turner,SF,24,NYK,65,,14.2,1.7,4.7,.360,,,,1.7,4.7,.360,.360,0.9,1.2,.789,,,2.4,1.2,,,,1.2,4.3,turneja01
99,Paul Walther,SG,27,FTW,68,,12.1,0.8,2.4,.348,,,,0.8,2.4,.348,.348,0.8,1.3,.614,,,2.3,1.9,,,,1.7,2.4,walthpa01
100,Bobby Wanzer*,SG,33,ROC,72,,33.0,4.5,11.4,.395,,,,4.5,11.4,.395,.395,4.1,5.2,.786,,,5.2,3.4,,,,2.3,13.1,wanzebo01
101,Bobby Watson,PG,24,TOT,63,,11.1,1.1,3.5,.323,,,,1.1,3.5,.323,.323,0.5,0.7,.689,,,1.4,1.3,,,,1.1,2.8,watsobo01
101,Bobby Watson,PG,24,MNL,50,,10.9,1.2,3.5,.358,,,,1.2,3.5,.358,.358,0.4,0.7,.629,,,1.3,1.2,,,,1.1,2.9,watsobo01
101,Bobby Watson,PG,24,MLH,13,,12.0,0.8,3.8,.200,,,,0.8,3.8,.200,.200,0.7,0.8,.900,,,1.8,1.3,,,,0.8,2.2,watsobo01
102,Skippy Whitaker,PG,24,BOS,3,,5.0,0.3,2.0,.167,,,,0.3,2.0,.167,.167,0.0,0.0,,,,0.3,0.3,,,,1.3,0.7,whitask01
103,George Yardley*,SF,26,FTW,60,,35.8,6.1,14.5,.418,,,,6.1,14.5,.418,.418,5.2,6.9,.745,,,9.9,2.1,,,,3.4,17.3,yardlge01
104,Max Zaslofsky,SG,29,FTW,70,,26.6,3.8,11.7,.328,,,,3.8,11.7,.328,.328,3.5,5.0,.702,,,2.7,2.9,,,,1.9,11.2,zasloma01
105,Zeke Zawoluk,PF,24,PHW,67,,16.7,2.1,5.6,.368,,,,2.1,5.6,.368,.368,2.3,3.0,.779,,,3.8,1.3,,,,2.2,6.4,zawolze01
